SA2_NAME16	EmploymentStatus	workers
Yuendumu - Anmatjere	Owner managers of unincorporated enterprises	7
Yuendumu - Anmatjere	Status in employment not stated	5
Barkly	Contributing family workers	13
Barkly	Employee	521
Barkly	Owner managers of incorporated enterprises	13
Barkly	Owner managers of unincorporated enterprises	19
Barkly	Status in employment not stated	10
Tennant Creek	Contributing family workers	16
Tennant Creek	Employee	1201
Tennant Creek	Owner managers of incorporated enterprises	61
Tennant Creek	Owner managers of unincorporated enterprises	41
Tennant Creek	Status in employment not stated	27
Alligator	Contributing family workers	43
Alligator	Employee	1683
Alligator	Owner managers of incorporated enterprises	86
Alligator	Owner managers of unincorporated enterprises	120
Alligator	Status in employment not stated	27
Daly	Contributing family workers	23
Daly	Employee	537
Daly	Owner managers of incorporated enterprises	29
Daly	Owner managers of unincorporated enterprises	35
Daly	Status in employment not stated	4
Thamarrurr	Employee	366
Thamarrurr	Owner managers of incorporated enterprises	6
Thamarrurr	Owner managers of unincorporated enterprises	5
Thamarrurr	Status in employment not stated	8
Tiwi Islands	Employee	552
Tiwi Islands	Owner managers of incorporated enterprises	3
Tiwi Islands	Owner managers of unincorporated enterprises	9
Tiwi Islands	Status in employment not stated	3
West Arnhem	Contributing family workers	3
West Arnhem	Employee	872
West Arnhem	Owner managers of incorporated enterprises	6
West Arnhem	Owner managers of unincorporated enterprises	8
West Arnhem	Status in employment not stated	3
Anindilyakwa	Contributing family workers	6
Anindilyakwa	Employee	1429
Anindilyakwa	Owner managers of incorporated enterprises	24
Anindilyakwa	Owner managers of unincorporated enterprises	16
Anindilyakwa	Status in employment not stated	9
East Arnhem	Contributing family workers	7
East Arnhem	Employee	1746
East Arnhem	Owner managers of incorporated enterprises	17
East Arnhem	Owner managers of unincorporated enterprises	27
East Arnhem	Status in employment not stated	13
Nhulunbuy	Contributing family workers	12
Nhulunbuy	Employee	1039
Nhulunbuy	Owner managers of incorporated enterprises	57
Nhulunbuy	Owner managers of unincorporated enterprises	43
Nhulunbuy	Status in employment not stated	17
Elsey	Contributing family workers	20
Elsey	Employee	514
Elsey	Owner managers of incorporated enterprises	36
Elsey	Owner managers of unincorporated enterprises	17
Elsey	Status in employment not stated	11
Gulf	Contributing family workers	5
Gulf	Employee	1092
Gulf	Owner managers of incorporated enterprises	35
Gulf	Owner managers of unincorporated enterprises	32
Gulf	Status in employment not stated	11
Katherine	Contributing family workers	51
Katherine	Employee	3884
Katherine	Owner managers of incorporated enterprises	217
Katherine	Owner managers of unincorporated enterprises	171
Katherine	Status in employment not stated	46
Victoria River	Contributing family workers	5
Victoria River	Employee	557
Victoria River	Owner managers of incorporated enterprises	21
Victoria River	Owner managers of unincorporated enterprises	16
Victoria River	Status in employment not stated	20
Migratory - Offshore - Shipping (NT)	Contributing family workers	4
Migratory - Offshore - Shipping (NT)	Employee	88
Migratory - Offshore - Shipping (NT)	Owner managers of incorporated enterprises	3
Migratory - Offshore - Shipping (NT)	Owner managers of unincorporated enterprises	4
No usual address (NT)	Contributing family workers	60
No usual address (NT)	Employee	2493
No usual address (NT)	Owner managers of incorporated enterprises	331
No usual address (NT)	Owner managers of unincorporated enterprises	736
No usual address (NT)	Status in employment not stated	61
Aranda	Contributing family workers	3
Aranda	Employee	168
Aranda	Owner managers of incorporated enterprises	25
Aranda	Owner managers of unincorporated enterprises	47
Aranda	Status in employment not stated	5
Belconnen	Contributing family workers	39
Belconnen	Employee	12807
Belconnen	Owner managers of incorporated enterprises	330
Belconnen	Owner managers of unincorporated enterprises	219
Belconnen	Status in employment not stated	59
Bruce	Contributing family workers	14
Bruce	Employee	5935
Bruce	Owner managers of incorporated enterprises	119
Bruce	Owner managers of unincorporated enterprises	113
Bruce	Status in employment not stated	30
Charnwood	Contributing family workers	16
Charnwood	Employee	531
Charnwood	Owner managers of incorporated enterprises	29
Charnwood	Owner managers of unincorporated enterprises	39
Charnwood	Status in employment not stated	4
Cook	Contributing family workers	14
Cook	Employee	115
Cook	Owner managers of incorporated enterprises	33
Cook	Owner managers of unincorporated enterprises	24
Dunlop	Contributing family workers	4
Dunlop	Employee	99
Dunlop	Owner managers of incorporated enterprises	43
Dunlop	Owner managers of unincorporated enterprises	69
Dunlop	Status in employment not stated	5
Evatt	Contributing family workers	16
Evatt	Employee	296
Evatt	Owner managers of incorporated enterprises	41
Evatt	Owner managers of unincorporated enterprises	70
Evatt	Status in employment not stated	3
Florey	Contributing family workers	7
Florey	Employee	427
Florey	Owner managers of incorporated enterprises	40
Florey	Owner managers of unincorporated enterprises	68
Florey	Status in employment not stated	4
Flynn (ACT)	Contributing family workers	3
Flynn (ACT)	Employee	112
Flynn (ACT)	Owner managers of incorporated enterprises	33
Flynn (ACT)	Owner managers of unincorporated enterprises	42
Flynn (ACT)	Status in employment not stated	3
Fraser	Contributing family workers	3
Fraser	Employee	110
Fraser	Owner managers of incorporated enterprises	10
Fraser	Owner managers of unincorporated enterprises	40
Giralang	Contributing family workers	6
Giralang	Employee	121
Giralang	Owner managers of incorporated enterprises	31
Giralang	Owner managers of unincorporated enterprises	44
Gooromon	Employee	3
Hawker	Contributing family workers	12
Hawker	Employee	460
Hawker	Owner managers of incorporated enterprises	59
Hawker	Owner managers of unincorporated enterprises	59
Higgins	Contributing family workers	7
Higgins	Employee	61
Higgins	Owner managers of incorporated enterprises	24
Higgins	Owner managers of unincorporated enterprises	47
Holt	Contributing family workers	13
Holt	Employee	998
Holt	Owner managers of incorporated enterprises	35
Holt	Owner managers of unincorporated enterprises	73
Holt	Status in employment not stated	6
Kaleen	Contributing family workers	18
Kaleen	Employee	656
Kaleen	Owner managers of incorporated enterprises	77
Kaleen	Owner managers of unincorporated enterprises	98
Kaleen	Status in employment not stated	5
Latham	Contributing family workers	3
Latham	Employee	91
Latham	Owner managers of incorporated enterprises	32
Latham	Owner managers of unincorporated enterprises	47
Latham	Status in employment not stated	4
Lawson	Employee	70
Lawson	Owner managers of incorporated enterprises	21
Lawson	Owner managers of unincorporated enterprises	6
Macgregor (ACT)	Contributing family workers	11
Macgregor (ACT)	Employee	201
Macgregor (ACT)	Owner managers of incorporated enterprises	36
Macgregor (ACT)	Owner managers of unincorporated enterprises	59
Macgregor (ACT)	Status in employment not stated	3
Macquarie	Contributing family workers	9
Macquarie	Employee	775
Macquarie	Owner managers of incorporated enterprises	62
Macquarie	Owner managers of unincorporated enterprises	75
Macquarie	Status in employment not stated	4
McKellar	Contributing family workers	13
McKellar	Employee	73
McKellar	Owner managers of incorporated enterprises	28
McKellar	Owner managers of unincorporated enterprises	35
McKellar	Status in employment not stated	3
Melba	Contributing family workers	14
Melba	Employee	255
Melba	Owner managers of incorporated enterprises	37
Melba	Owner managers of unincorporated enterprises	33
Melba	Status in employment not stated	3
Page	Employee	315
Page	Owner managers of incorporated enterprises	15
Page	Owner managers of unincorporated enterprises	39
Page	Status in employment not stated	3
Scullin	Contributing family workers	8
Scullin	Employee	166
Scullin	Owner managers of incorporated enterprises	9
Scullin	Owner managers of unincorporated enterprises	40
Spence	Contributing family workers	9
Spence	Employee	130
Spence	Owner managers of incorporated enterprises	16
Spence	Owner managers of unincorporated enterprises	40
Weetangera	Contributing family workers	6
Weetangera	Employee	127
Weetangera	Owner managers of incorporated enterprises	33
Weetangera	Owner managers of unincorporated enterprises	41
Molonglo Corridor	Contributing family workers	3
Molonglo Corridor	Employee	87
Molonglo Corridor	Owner managers of incorporated enterprises	3
West Belconnen	Employee	85
West Belconnen	Owner managers of incorporated enterprises	3
West Belconnen	Owner managers of unincorporated enterprises	6
Hume	Contributing family workers	23
Hume	Employee	2617
Hume	Owner managers of incorporated enterprises	217
Hume	Owner managers of unincorporated enterprises	94
Hume	Status in employment not stated	12
Kowen	Employee	17
Kowen	Owner managers of unincorporated enterprises	3
Canberra East	Contributing family workers	3
Canberra East	Employee	3054
Canberra East	Owner managers of incorporated enterprises	57
Canberra East	Owner managers of unincorporated enterprises	35
Canberra East	Status in employment not stated	11
Canberra Airport	Contributing family workers	15
Canberra Airport	Employee	6666
Canberra Airport	Owner managers of incorporated enterprises	91
Canberra Airport	Owner managers of unincorporated enterprises	55
Canberra Airport	Status in employment not stated	21
Majura	Contributing family workers	10
Majura	Employee	1861
Majura	Owner managers of incorporated enterprises	53
Majura	Owner managers of unincorporated enterprises	31
Majura	Status in employment not stated	12
Amaroo	Employee	393
Amaroo	Owner managers of incorporated enterprises	35
Amaroo	Owner managers of unincorporated enterprises	61
Amaroo	Status in employment not stated	6
Bonner	Contributing family workers	10
Bonner	Employee	205
Bonner	Owner managers of incorporated enterprises	38
Bonner	Owner managers of unincorporated enterprises	70
Bonner	Status in employment not stated	7
Casey	Contributing family workers	16
Casey	Employee	372
Casey	Owner managers of incorporated enterprises	63
Casey	Owner managers of unincorporated enterprises	47
Casey	Status in employment not stated	4
Crace	Contributing family workers	6
Crace	Employee	287
Crace	Owner managers of incorporated enterprises	52
Crace	Owner managers of unincorporated enterprises	35
Crace	Status in employment not stated	3
Forde	Contributing family workers	10
Forde	Employee	230
Forde	Owner managers of incorporated enterprises	67
Forde	Owner managers of unincorporated enterprises	42
Forde	Status in employment not stated	3
Franklin	Contributing family workers	11
Franklin	Employee	253
Franklin	Owner managers of incorporated enterprises	52
Franklin	Owner managers of unincorporated enterprises	46
Gungahlin	Contributing family workers	24
Gungahlin	Employee	3488
Gungahlin	Owner managers of incorporated enterprises	205
Gungahlin	Owner managers of unincorporated enterprises	118
Gungahlin	Status in employment not stated	16
Hall	Contributing family workers	4
Hall	Employee	116
Hall	Owner managers of incorporated enterprises	27
Hall	Owner managers of unincorporated enterprises	22
Harrison	Contributing family workers	15
Harrison	Employee	476
Harrison	Owner managers of incorporated enterprises	39
Harrison	Owner managers of unincorporated enterprises	79
Harrison	Status in employment not stated	4
Mitchell	Contributing family workers	42
Mitchell	Employee	4275
Mitchell	Owner managers of incorporated enterprises	414
Mitchell	Owner managers of unincorporated enterprises	165
Mitchell	Status in employment not stated	40
