LGA_NAME16	Occupation	OccupationSubtype	workers
West Daly (R)	Clerical and administrative workers	Inquiry clerks and receptionists	9
West Daly (R)	Clerical and administrative workers	Numerical clerks	3
West Daly (R)	Clerical and administrative workers	Office managers and program administrators	7
West Daly (R)	Clerical and administrative workers	Other clerical and administrative workers	3
West Daly (R)	Clerical and administrative workers	Personal assistants and secretaries	3
West Daly (R)	Community and personal service workers	Carers and aides	54
West Daly (R)	Community and personal service workers	Health and welfare support workers	35
West Daly (R)	Community and personal service workers	Hospitality workers	3
West Daly (R)	Community and personal service workers	Protective service workers	15
West Daly (R)	Community and personal service workers	Sports and personal service workers	3
West Daly (R)	Labourers	Cleaners and laundry workers	30
West Daly (R)	Labourers	Construction and mining labourers	8
West Daly (R)	Labourers	Farm forestry and garden workers	7
West Daly (R)	Labourers	Food preparation assistants	4
West Daly (R)	Labourers	Labourers nfd	10
West Daly (R)	Labourers	Other labourers	18
West Daly (R)	Machinery operators and drivers	Machine and stationary plant operators	3
West Daly (R)	Machinery operators and drivers	Mobile plant operators	7
West Daly (R)	Machinery operators and drivers	Road and rail drivers	10
West Daly (R)	Machinery operators and drivers	Storepersons	4
West Daly (R)	Managers	Chief executives general managers and legislators	4
West Daly (R)	Managers	Hospitality retail and service managers	14
West Daly (R)	Managers	Specialist managers	21
West Daly (R)	Professionals	Arts and media professionals	3
West Daly (R)	Professionals	Business human resource and marketing professionals	16
West Daly (R)	Professionals	Design engineering science and transport professionals	26
West Daly (R)	Professionals	Education professionals	66
West Daly (R)	Professionals	Health professionals	36
West Daly (R)	Professionals	Legal social and welfare professionals	11
West Daly (R)	Sales workers	Sales assistants and salespersons	30
West Daly (R)	Sales workers	Sales support workers	6
West Daly (R)	Technicians and trades workers	Automotive and engineering trades workers	14
West Daly (R)	Technicians and trades workers	Construction trades workers	10
West Daly (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	3
West Daly (R)	Technicians and trades workers	Engineering ICT and science technicians	3
West Daly (R)	Technicians and trades workers	Food trades workers	18
West Daly (R)	Technicians and trades workers	Other technicians and trades workers	3
West Daly (R)	Technicians and trades workers	Skilled animal and horticultural workers	3
Unincorporated NT			126
Unincorporated NT	Clerical and administrative workers	Clerical and office support workers	34
Unincorporated NT	Clerical and administrative workers	General clerical workers	187
Unincorporated NT	Clerical and administrative workers	Inquiry clerks and receptionists	115
Unincorporated NT	Clerical and administrative workers	Numerical clerks	113
Unincorporated NT	Clerical and administrative workers	Office managers and program administrators	178
Unincorporated NT	Clerical and administrative workers	Other clerical and administrative workers	183
Unincorporated NT	Clerical and administrative workers	Personal assistants and secretaries	27
Unincorporated NT	Community and personal service workers	Carers and aides	117
Unincorporated NT	Community and personal service workers	Health and welfare support workers	93
Unincorporated NT	Community and personal service workers	Hospitality workers	232
Unincorporated NT	Community and personal service workers	Protective service workers	137
Unincorporated NT	Community and personal service workers	Sports and personal service workers	141
Unincorporated NT	Labourers	Cleaners and laundry workers	228
Unincorporated NT	Labourers	Construction and mining labourers	98
Unincorporated NT	Labourers	Factory process workers	31
Unincorporated NT	Labourers	Farm forestry and garden workers	56
Unincorporated NT	Labourers	Food preparation assistants	76
Unincorporated NT	Labourers	Labourers nfd	13
Unincorporated NT	Labourers	Other labourers	147
Unincorporated NT	Machinery operators and drivers	Machine and stationary plant operators	259
Unincorporated NT	Machinery operators and drivers	Machinery operators and drivers nfd	19
Unincorporated NT	Machinery operators and drivers	Mobile plant operators	128
Unincorporated NT	Machinery operators and drivers	Road and rail drivers	358
Unincorporated NT	Machinery operators and drivers	Storepersons	134
Unincorporated NT	Managers	Chief executives general managers and legislators	79
Unincorporated NT	Managers	Farmers and farm managers	70
Unincorporated NT	Managers	Hospitality retail and service managers	250
Unincorporated NT	Managers	Managers nfd	26
Unincorporated NT	Managers	Specialist managers	439
Unincorporated NT	Professionals	Arts and media professionals	11
Unincorporated NT	Professionals	Business human resource and marketing professionals	158
Unincorporated NT	Professionals	Design engineering science and transport professionals	279
Unincorporated NT	Professionals	Education professionals	166
Unincorporated NT	Professionals	Health professionals	184
Unincorporated NT	Professionals	Information and Communication Technology ICT professionals	17
Unincorporated NT	Professionals	Legal social and welfare professionals	60
Unincorporated NT	Professionals	Professionals nfd	11
Unincorporated NT	Sales workers	Sales assistants and salespersons	187
Unincorporated NT	Sales workers	Sales representatives and agents	60
Unincorporated NT	Sales workers	Sales support workers	41
Unincorporated NT	Technicians and trades workers	Automotive and engineering trades workers	414
Unincorporated NT	Technicians and trades workers	Construction trades workers	118
Unincorporated NT	Technicians and trades workers	Electrotechnology and telecommunications trades workers	161
Unincorporated NT	Technicians and trades workers	Engineering ICT and science technicians	185
Unincorporated NT	Technicians and trades workers	Food trades workers	157
Unincorporated NT	Technicians and trades workers	Other technicians and trades workers	42
Unincorporated NT	Technicians and trades workers	Skilled animal and horticultural workers	49
Unincorporated NT	Technicians and trades workers	Technicians and trades workers nfd	20
No usual address (NT)			127
No usual address (NT)	Clerical and administrative workers	Clerical and office support workers	24
No usual address (NT)	Clerical and administrative workers	General clerical workers	44
No usual address (NT)	Clerical and administrative workers	Inquiry clerks and receptionists	11
No usual address (NT)	Clerical and administrative workers	Numerical clerks	39
No usual address (NT)	Clerical and administrative workers	Office managers and program administrators	30
No usual address (NT)	Clerical and administrative workers	Other clerical and administrative workers	25
No usual address (NT)	Clerical and administrative workers	Personal assistants and secretaries	8
No usual address (NT)	Community and personal service workers	Carers and aides	78
No usual address (NT)	Community and personal service workers	Health and welfare support workers	36
No usual address (NT)	Community and personal service workers	Hospitality workers	22
No usual address (NT)	Community and personal service workers	Protective service workers	78
No usual address (NT)	Community and personal service workers	Sports and personal service workers	83
No usual address (NT)	Labourers	Cleaners and laundry workers	195
No usual address (NT)	Labourers	Construction and mining labourers	279
No usual address (NT)	Labourers	Factory process workers	17
No usual address (NT)	Labourers	Farm forestry and garden workers	43
No usual address (NT)	Labourers	Food preparation assistants	19
No usual address (NT)	Labourers	Labourers nfd	19
No usual address (NT)	Labourers	Other labourers	120
No usual address (NT)	Machinery operators and drivers	Machine and stationary plant operators	100
No usual address (NT)	Machinery operators and drivers	Machinery operators and drivers nfd	8
No usual address (NT)	Machinery operators and drivers	Mobile plant operators	79
No usual address (NT)	Machinery operators and drivers	Road and rail drivers	164
No usual address (NT)	Machinery operators and drivers	Storepersons	8
No usual address (NT)	Managers	Chief executives general managers and legislators	17
No usual address (NT)	Managers	Farmers and farm managers	10
No usual address (NT)	Managers	Hospitality retail and service managers	44
No usual address (NT)	Managers	Managers nfd	10
No usual address (NT)	Managers	Specialist managers	150
No usual address (NT)	Professionals	Arts and media professionals	58
No usual address (NT)	Professionals	Business human resource and marketing professionals	53
No usual address (NT)	Professionals	Design engineering science and transport professionals	97
No usual address (NT)	Professionals	Education professionals	66
No usual address (NT)	Professionals	Health professionals	58
No usual address (NT)	Professionals	Information and Communication Technology ICT professionals	6
No usual address (NT)	Professionals	Legal social and welfare professionals	24
No usual address (NT)	Sales workers	Sales assistants and salespersons	59
No usual address (NT)	Sales workers	Sales representatives and agents	36
No usual address (NT)	Sales workers	Sales support workers	26
No usual address (NT)	Technicians and trades workers	Automotive and engineering trades workers	187
No usual address (NT)	Technicians and trades workers	Construction trades workers	523
No usual address (NT)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	341
No usual address (NT)	Technicians and trades workers	Engineering ICT and science technicians	108
No usual address (NT)	Technicians and trades workers	Food trades workers	21
No usual address (NT)	Technicians and trades workers	Other technicians and trades workers	56
No usual address (NT)	Technicians and trades workers	Skilled animal and horticultural workers	68
No usual address (NT)	Technicians and trades workers	Technicians and trades workers nfd	9
Migratory - Offshore - Shipping (NT)	Labourers	Other labourers	22
Migratory - Offshore - Shipping (NT)	Machinery operators and drivers	Machine and stationary plant operators	3
Migratory - Offshore - Shipping (NT)	Managers	Hospitality retail and service managers	3
Migratory - Offshore - Shipping (NT)	Managers	Specialist managers	7
