LGA_NAME16	EmploymentStatus	Sex	workers
Mount Remarkable (DC)		M	6
Mount Remarkable (DC)	Contributing family workers	F	62
Mount Remarkable (DC)	Contributing family workers	M	87
Mount Remarkable (DC)	Employee	F	218
Mount Remarkable (DC)	Employee	M	196
Mount Remarkable (DC)	Owner managers of incorporated enterprises	F	25
Mount Remarkable (DC)	Owner managers of incorporated enterprises	M	45
Mount Remarkable (DC)	Owner managers of unincorporated enterprises	F	52
Mount Remarkable (DC)	Owner managers of unincorporated enterprises	M	143
Murray Bridge (RC)		F	65
Murray Bridge (RC)		M	87
Murray Bridge (RC)	Contributing family workers	F	90
Murray Bridge (RC)	Contributing family workers	M	113
Murray Bridge (RC)	Employee	F	3811
Murray Bridge (RC)	Employee	M	3856
Murray Bridge (RC)	Owner managers of incorporated enterprises	F	110
Murray Bridge (RC)	Owner managers of incorporated enterprises	M	249
Murray Bridge (RC)	Owner managers of unincorporated enterprises	F	193
Murray Bridge (RC)	Owner managers of unincorporated enterprises	M	420
Naracoorte and Lucindale (DC)		F	29
Naracoorte and Lucindale (DC)		M	38
Naracoorte and Lucindale (DC)	Contributing family workers	F	105
Naracoorte and Lucindale (DC)	Contributing family workers	M	149
Naracoorte and Lucindale (DC)	Employee	F	1416
Naracoorte and Lucindale (DC)	Employee	M	1481
Naracoorte and Lucindale (DC)	Owner managers of incorporated enterprises	F	102
Naracoorte and Lucindale (DC)	Owner managers of incorporated enterprises	M	207
Naracoorte and Lucindale (DC)	Owner managers of unincorporated enterprises	F	191
Naracoorte and Lucindale (DC)	Owner managers of unincorporated enterprises	M	350
Northern Areas (DC)		F	14
Northern Areas (DC)		M	18
Northern Areas (DC)	Contributing family workers	F	61
Northern Areas (DC)	Contributing family workers	M	88
Northern Areas (DC)	Employee	F	573
Northern Areas (DC)	Employee	M	515
Northern Areas (DC)	Owner managers of incorporated enterprises	F	47
Northern Areas (DC)	Owner managers of incorporated enterprises	M	127
Northern Areas (DC)	Owner managers of unincorporated enterprises	F	98
Northern Areas (DC)	Owner managers of unincorporated enterprises	M	201
Norwood Payneham St Peters (C)		F	96
Norwood Payneham St Peters (C)		M	114
Norwood Payneham St Peters (C)	Contributing family workers	F	145
Norwood Payneham St Peters (C)	Contributing family workers	M	145
Norwood Payneham St Peters (C)	Employee	F	10609
Norwood Payneham St Peters (C)	Employee	M	8303
Norwood Payneham St Peters (C)	Owner managers of incorporated enterprises	F	553
Norwood Payneham St Peters (C)	Owner managers of incorporated enterprises	M	1361
Norwood Payneham St Peters (C)	Owner managers of unincorporated enterprises	F	730
Norwood Payneham St Peters (C)	Owner managers of unincorporated enterprises	M	1004
Onkaparinga (C)		F	176
Onkaparinga (C)		M	204
Onkaparinga (C)	Contributing family workers	F	397
Onkaparinga (C)	Contributing family workers	M	307
Onkaparinga (C)	Employee	F	16775
Onkaparinga (C)	Employee	M	13558
Onkaparinga (C)	Owner managers of incorporated enterprises	F	672
Onkaparinga (C)	Owner managers of incorporated enterprises	M	1579
Onkaparinga (C)	Owner managers of unincorporated enterprises	F	1584
Onkaparinga (C)	Owner managers of unincorporated enterprises	M	2486
Orroroo/Carrieton (DC)		F	3
Orroroo/Carrieton (DC)		M	9
Orroroo/Carrieton (DC)	Contributing family workers	F	20
Orroroo/Carrieton (DC)	Contributing family workers	M	38
Orroroo/Carrieton (DC)	Employee	F	124
Orroroo/Carrieton (DC)	Employee	M	86
Orroroo/Carrieton (DC)	Owner managers of incorporated enterprises	F	7
Orroroo/Carrieton (DC)	Owner managers of incorporated enterprises	M	13
Orroroo/Carrieton (DC)	Owner managers of unincorporated enterprises	F	28
Orroroo/Carrieton (DC)	Owner managers of unincorporated enterprises	M	57
Peterborough (DC)		F	3
Peterborough (DC)		M	12
Peterborough (DC)	Contributing family workers	F	6
Peterborough (DC)	Contributing family workers	M	13
Peterborough (DC)	Employee	F	219
Peterborough (DC)	Employee	M	138
Peterborough (DC)	Owner managers of incorporated enterprises	F	6
Peterborough (DC)	Owner managers of incorporated enterprises	M	11
Peterborough (DC)	Owner managers of unincorporated enterprises	F	24
Peterborough (DC)	Owner managers of unincorporated enterprises	M	42
Playford (C)		F	126
Playford (C)		M	143
Playford (C)	Contributing family workers	F	197
Playford (C)	Contributing family workers	M	211
Playford (C)	Employee	F	12054
Playford (C)	Employee	M	9092
Playford (C)	Owner managers of incorporated enterprises	F	272
Playford (C)	Owner managers of incorporated enterprises	M	560
Playford (C)	Owner managers of unincorporated enterprises	F	596
Playford (C)	Owner managers of unincorporated enterprises	M	1002
Port Adelaide Enfield (C)		F	199
Port Adelaide Enfield (C)		M	368
Port Adelaide Enfield (C)	Contributing family workers	F	268
Port Adelaide Enfield (C)	Contributing family workers	M	269
Port Adelaide Enfield (C)	Employee	F	20237
Port Adelaide Enfield (C)	Employee	M	35892
Port Adelaide Enfield (C)	Owner managers of incorporated enterprises	F	670
Port Adelaide Enfield (C)	Owner managers of incorporated enterprises	M	2128
Port Adelaide Enfield (C)	Owner managers of unincorporated enterprises	F	1071
Port Adelaide Enfield (C)	Owner managers of unincorporated enterprises	M	2051
Port Augusta (C)		F	38
Port Augusta (C)		M	35
Port Augusta (C)	Contributing family workers	F	17
Port Augusta (C)	Contributing family workers	M	17
Port Augusta (C)	Employee	F	2695
Port Augusta (C)	Employee	M	2186
Port Augusta (C)	Owner managers of incorporated enterprises	F	58
Port Augusta (C)	Owner managers of incorporated enterprises	M	106
Port Augusta (C)	Owner managers of unincorporated enterprises	F	96
Port Augusta (C)	Owner managers of unincorporated enterprises	M	147
Port Lincoln (C)		F	46
Port Lincoln (C)		M	46
Port Lincoln (C)	Contributing family workers	F	75
Port Lincoln (C)	Contributing family workers	M	48
Port Lincoln (C)	Employee	F	3125
Port Lincoln (C)	Employee	M	2416
Port Lincoln (C)	Owner managers of incorporated enterprises	F	129
Port Lincoln (C)	Owner managers of incorporated enterprises	M	242
Port Lincoln (C)	Owner managers of unincorporated enterprises	F	186
Port Lincoln (C)	Owner managers of unincorporated enterprises	M	305
Port Pirie City and Dists (M)		F	45
Port Pirie City and Dists (M)		M	35
Port Pirie City and Dists (M)	Contributing family workers	F	53
Port Pirie City and Dists (M)	Contributing family workers	M	74
Port Pirie City and Dists (M)	Employee	F	2950
Port Pirie City and Dists (M)	Employee	M	2820
Port Pirie City and Dists (M)	Owner managers of incorporated enterprises	F	68
Port Pirie City and Dists (M)	Owner managers of incorporated enterprises	M	195
Port Pirie City and Dists (M)	Owner managers of unincorporated enterprises	F	161
Port Pirie City and Dists (M)	Owner managers of unincorporated enterprises	M	256
Prospect (C)		F	19
Prospect (C)		M	20
Prospect (C)	Contributing family workers	F	62
Prospect (C)	Contributing family workers	M	44
Prospect (C)	Employee	F	2523
Prospect (C)	Employee	M	1981
Prospect (C)	Owner managers of incorporated enterprises	F	154
Prospect (C)	Owner managers of incorporated enterprises	M	365
Prospect (C)	Owner managers of unincorporated enterprises	F	218
Prospect (C)	Owner managers of unincorporated enterprises	M	353
Renmark Paringa (DC)		F	30
Renmark Paringa (DC)		M	30
Renmark Paringa (DC)	Contributing family workers	F	77
Renmark Paringa (DC)	Contributing family workers	M	96
Renmark Paringa (DC)	Employee	F	1437
Renmark Paringa (DC)	Employee	M	1588
Renmark Paringa (DC)	Owner managers of incorporated enterprises	F	77
Renmark Paringa (DC)	Owner managers of incorporated enterprises	M	162
Renmark Paringa (DC)	Owner managers of unincorporated enterprises	F	108
Renmark Paringa (DC)	Owner managers of unincorporated enterprises	M	226
Robe (DC)		F	8
Robe (DC)		M	11
Robe (DC)	Contributing family workers	F	25
Robe (DC)	Contributing family workers	M	30
Robe (DC)	Employee	F	195
Robe (DC)	Employee	M	187
Robe (DC)	Owner managers of incorporated enterprises	F	24
Robe (DC)	Owner managers of incorporated enterprises	M	42
Robe (DC)	Owner managers of unincorporated enterprises	F	45
Robe (DC)	Owner managers of unincorporated enterprises	M	71
Roxby Downs (M)		F	9
Roxby Downs (M)		M	12
Roxby Downs (M)	Contributing family workers	F	6
Roxby Downs (M)	Contributing family workers	M	3
Roxby Downs (M)	Employee	F	688
Roxby Downs (M)	Employee	M	1443
Roxby Downs (M)	Owner managers of incorporated enterprises	F	17
Roxby Downs (M)	Owner managers of incorporated enterprises	M	19
Roxby Downs (M)	Owner managers of unincorporated enterprises	F	24
Roxby Downs (M)	Owner managers of unincorporated enterprises	M	16
Salisbury (C)		F	162
Salisbury (C)		M	262
Salisbury (C)	Contributing family workers	F	221
Salisbury (C)	Contributing family workers	M	243
Salisbury (C)	Employee	F	15838
Salisbury (C)	Employee	M	23954
Salisbury (C)	Owner managers of incorporated enterprises	F	535
Salisbury (C)	Owner managers of incorporated enterprises	M	1466
Salisbury (C)	Owner managers of unincorporated enterprises	F	931
Salisbury (C)	Owner managers of unincorporated enterprises	M	1718
Southern Mallee (DC)		F	11
Southern Mallee (DC)		M	9
Southern Mallee (DC)	Contributing family workers	F	29
Southern Mallee (DC)	Contributing family workers	M	50
Southern Mallee (DC)	Employee	F	329
Southern Mallee (DC)	Employee	M	310
Southern Mallee (DC)	Owner managers of incorporated enterprises	F	21
Southern Mallee (DC)	Owner managers of incorporated enterprises	M	42
Southern Mallee (DC)	Owner managers of unincorporated enterprises	F	56
Southern Mallee (DC)	Owner managers of unincorporated enterprises	M	133
Streaky Bay (DC)		F	3
Streaky Bay (DC)		M	15
Streaky Bay (DC)	Contributing family workers	F	29
Streaky Bay (DC)	Contributing family workers	M	40
Streaky Bay (DC)	Employee	F	282
Streaky Bay (DC)	Employee	M	244
Streaky Bay (DC)	Owner managers of incorporated enterprises	F	29
Streaky Bay (DC)	Owner managers of incorporated enterprises	M	90
Streaky Bay (DC)	Owner managers of unincorporated enterprises	F	42
Streaky Bay (DC)	Owner managers of unincorporated enterprises	M	83
Tatiara (DC)		F	19
Tatiara (DC)		M	55
Tatiara (DC)	Contributing family workers	F	91
Tatiara (DC)	Contributing family workers	M	127
Tatiara (DC)	Employee	F	1110
Tatiara (DC)	Employee	M	1274
Tatiara (DC)	Owner managers of incorporated enterprises	F	75
Tatiara (DC)	Owner managers of incorporated enterprises	M	151
Tatiara (DC)	Owner managers of unincorporated enterprises	F	165
Tatiara (DC)	Owner managers of unincorporated enterprises	M	357
Tea Tree Gully (C)		F	91
Tea Tree Gully (C)		M	88
Tea Tree Gully (C)	Contributing family workers	F	196
Tea Tree Gully (C)	Contributing family workers	M	118
Tea Tree Gully (C)	Employee	F	10602
Tea Tree Gully (C)	Employee	M	6861
Tea Tree Gully (C)	Owner managers of incorporated enterprises	F	398
Tea Tree Gully (C)	Owner managers of incorporated enterprises	M	878
Tea Tree Gully (C)	Owner managers of unincorporated enterprises	F	768
Tea Tree Gully (C)	Owner managers of unincorporated enterprises	M	1272
The Coorong (DC)		F	13
The Coorong (DC)		M	28
The Coorong (DC)	Contributing family workers	F	75
The Coorong (DC)	Contributing family workers	M	106
The Coorong (DC)	Employee	F	647
The Coorong (DC)	Employee	M	626
The Coorong (DC)	Owner managers of incorporated enterprises	F	57
The Coorong (DC)	Owner managers of incorporated enterprises	M	120
The Coorong (DC)	Owner managers of unincorporated enterprises	F	107
The Coorong (DC)	Owner managers of unincorporated enterprises	M	254
Tumby Bay (DC)		F	7
Tumby Bay (DC)		M	10
Tumby Bay (DC)	Contributing family workers	F	24
Tumby Bay (DC)	Contributing family workers	M	65
Tumby Bay (DC)	Employee	F	247
Tumby Bay (DC)	Employee	M	229
Tumby Bay (DC)	Owner managers of incorporated enterprises	F	19
Tumby Bay (DC)	Owner managers of incorporated enterprises	M	58
Tumby Bay (DC)	Owner managers of unincorporated enterprises	F	72
Tumby Bay (DC)	Owner managers of unincorporated enterprises	M	142
Unley (C)		F	57
Unley (C)		M	66
Unley (C)	Contributing family workers	F	132
Unley (C)	Contributing family workers	M	115
Unley (C)	Employee	F	9719
Unley (C)	Employee	M	6356
Unley (C)	Owner managers of incorporated enterprises	F	458
Unley (C)	Owner managers of incorporated enterprises	M	1013
Unley (C)	Owner managers of unincorporated enterprises	F	647
Unley (C)	Owner managers of unincorporated enterprises	M	820
Victor Harbor (C)		F	30
Victor Harbor (C)		M	33
Victor Harbor (C)	Contributing family workers	F	65
Victor Harbor (C)	Contributing family workers	M	41
Victor Harbor (C)	Employee	F	2090
Victor Harbor (C)	Employee	M	1289
Victor Harbor (C)	Owner managers of incorporated enterprises	F	95
Victor Harbor (C)	Owner managers of incorporated enterprises	M	159
Victor Harbor (C)	Owner managers of unincorporated enterprises	F	236
Victor Harbor (C)	Owner managers of unincorporated enterprises	M	364
Wakefield (DC)		F	11
Wakefield (DC)		M	23
Wakefield (DC)	Contributing family workers	F	54
Wakefield (DC)	Contributing family workers	M	79
Wakefield (DC)	Employee	F	847
Wakefield (DC)	Employee	M	1098
Wakefield (DC)	Owner managers of incorporated enterprises	F	43
Wakefield (DC)	Owner managers of incorporated enterprises	M	112
Wakefield (DC)	Owner managers of unincorporated enterprises	F	132
Wakefield (DC)	Owner managers of unincorporated enterprises	M	278
Walkerville (M)		F	14
Walkerville (M)		M	8
Walkerville (M)	Contributing family workers	F	26
Walkerville (M)	Contributing family workers	M	12
Walkerville (M)	Employee	F	1243
Walkerville (M)	Employee	M	633
Walkerville (M)	Owner managers of incorporated enterprises	F	72
Walkerville (M)	Owner managers of incorporated enterprises	M	135
Walkerville (M)	Owner managers of unincorporated enterprises	F	89
Walkerville (M)	Owner managers of unincorporated enterprises	M	128
Wattle Range (DC)		F	40
Wattle Range (DC)		M	45
Wattle Range (DC)	Contributing family workers	F	122
Wattle Range (DC)	Contributing family workers	M	149
Wattle Range (DC)	Employee	F	1612
Wattle Range (DC)	Employee	M	1808
Wattle Range (DC)	Owner managers of incorporated enterprises	F	100
Wattle Range (DC)	Owner managers of incorporated enterprises	M	201
Wattle Range (DC)	Owner managers of unincorporated enterprises	F	183
Wattle Range (DC)	Owner managers of unincorporated enterprises	M	317
West Torrens (C)		F	153
West Torrens (C)		M	214
West Torrens (C)	Contributing family workers	F	113
West Torrens (C)	Contributing family workers	M	142
West Torrens (C)	Employee	F	16670
West Torrens (C)	Employee	M	21713
West Torrens (C)	Owner managers of incorporated enterprises	F	455
West Torrens (C)	Owner managers of incorporated enterprises	M	1504
West Torrens (C)	Owner managers of unincorporated enterprises	F	586
West Torrens (C)	Owner managers of unincorporated enterprises	M	1363
Whyalla (C)		F	42
Whyalla (C)		M	51
Whyalla (C)	Contributing family workers	F	28
Whyalla (C)	Contributing family workers	M	35
Whyalla (C)	Employee	F	3419
Whyalla (C)	Employee	M	3052
Whyalla (C)	Owner managers of incorporated enterprises	F	63
Whyalla (C)	Owner managers of incorporated enterprises	M	147
Whyalla (C)	Owner managers of unincorporated enterprises	F	139
Whyalla (C)	Owner managers of unincorporated enterprises	M	179
Wudinna (DC)		F	4
Wudinna (DC)		M	10
Wudinna (DC)	Contributing family workers	F	31
Wudinna (DC)	Contributing family workers	M	44
Wudinna (DC)	Employee	F	199
Wudinna (DC)	Employee	M	166
Wudinna (DC)	Owner managers of incorporated enterprises	F	19
Wudinna (DC)	Owner managers of incorporated enterprises	M	44
Wudinna (DC)	Owner managers of unincorporated enterprises	F	39
Wudinna (DC)	Owner managers of unincorporated enterprises	M	85
Yankalilla (DC)		F	12
Yankalilla (DC)		M	12
Yankalilla (DC)	Contributing family workers	F	52
Yankalilla (DC)	Contributing family workers	M	58
Yankalilla (DC)	Employee	F	472
Yankalilla (DC)	Employee	M	385
Yankalilla (DC)	Owner managers of incorporated enterprises	F	44
Yankalilla (DC)	Owner managers of incorporated enterprises	M	81
Yankalilla (DC)	Owner managers of unincorporated enterprises	F	102
Yankalilla (DC)	Owner managers of unincorporated enterprises	M	188
Yorke Peninsula (DC)		F	38
Yorke Peninsula (DC)		M	45
Yorke Peninsula (DC)	Contributing family workers	F	134
Yorke Peninsula (DC)	Contributing family workers	M	176
Yorke Peninsula (DC)	Employee	F	1213
Yorke Peninsula (DC)	Employee	M	1010
Yorke Peninsula (DC)	Owner managers of incorporated enterprises	F	103
Yorke Peninsula (DC)	Owner managers of incorporated enterprises	M	236
