STE_NAME16	HoursWorked.min	IncomeTotPersonal.max	Occupation	workers
Australian Capital Territory	40	0	Clerical and administrative workers	13
Australian Capital Territory	40	0	Community and personal service workers	3
Australian Capital Territory	40	0	Labourers	7
Australian Capital Territory	40	0	Machinery operators and drivers	3
Australian Capital Territory	40	0	Managers	21
Australian Capital Territory	40	0	Professionals	27
Australian Capital Territory	40	0	Technicians and trades workers	13
Australian Capital Territory	40	7875		3
Australian Capital Territory	40	7875	Clerical and administrative workers	5
Australian Capital Territory	40	7875	Labourers	3
Australian Capital Territory	40	7875	Managers	6
Australian Capital Territory	40	7875	Professionals	9
Australian Capital Territory	40	7875	Sales workers	4
Australian Capital Territory	40	7875	Technicians and trades workers	7
Australian Capital Territory	40	15750	Clerical and administrative workers	16
Australian Capital Territory	40	15750	Community and personal service workers	23
Australian Capital Territory	40	15750	Labourers	12
Australian Capital Territory	40	15750	Machinery operators and drivers	3
Australian Capital Territory	40	15750	Managers	11
Australian Capital Territory	40	15750	Professionals	29
Australian Capital Territory	40	15750	Sales workers	5
Australian Capital Territory	40	15750	Technicians and trades workers	25
Australian Capital Territory	40	21000	Clerical and administrative workers	23
Australian Capital Territory	40	21000	Community and personal service workers	23
Australian Capital Territory	40	21000	Labourers	15
Australian Capital Territory	40	21000	Machinery operators and drivers	10
Australian Capital Territory	40	21000	Managers	28
Australian Capital Territory	40	21000	Professionals	39
Australian Capital Territory	40	21000	Sales workers	14
Australian Capital Territory	40	21000	Technicians and trades workers	74
Australian Capital Territory	40	26250		10
Australian Capital Territory	40	26250	Clerical and administrative workers	28
Australian Capital Territory	40	26250	Community and personal service workers	57
Australian Capital Territory	40	26250	Labourers	37
Australian Capital Territory	40	26250	Machinery operators and drivers	21
Australian Capital Territory	40	26250	Managers	26
Australian Capital Territory	40	26250	Professionals	53
Australian Capital Territory	40	26250	Sales workers	35
Australian Capital Territory	40	26250	Technicians and trades workers	178
Australian Capital Territory	40	34125		14
Australian Capital Territory	40	34125	Clerical and administrative workers	104
Australian Capital Territory	40	34125	Community and personal service workers	128
Australian Capital Territory	40	34125	Labourers	106
Australian Capital Territory	40	34125	Machinery operators and drivers	51
Australian Capital Territory	40	34125	Managers	102
Australian Capital Territory	40	34125	Professionals	116
Australian Capital Territory	40	34125	Sales workers	78
Australian Capital Territory	40	34125	Technicians and trades workers	319
Australian Capital Territory	40	42000		46
Australian Capital Territory	40	42000	Clerical and administrative workers	268
Australian Capital Territory	40	42000	Community and personal service workers	333
Australian Capital Territory	40	42000	Labourers	273
Australian Capital Territory	40	42000	Machinery operators and drivers	127
Australian Capital Territory	40	42000	Managers	212
Australian Capital Territory	40	42000	Professionals	181
Australian Capital Territory	40	42000	Sales workers	178
Australian Capital Territory	40	42000	Technicians and trades workers	512
Australian Capital Territory	40	52500		68
Australian Capital Territory	40	52500	Clerical and administrative workers	678
Australian Capital Territory	40	52500	Community and personal service workers	424
Australian Capital Territory	40	52500	Labourers	405
Australian Capital Territory	40	52500	Machinery operators and drivers	234
Australian Capital Territory	40	52500	Managers	401
Australian Capital Territory	40	52500	Professionals	439
Australian Capital Territory	40	52500	Sales workers	283
Australian Capital Territory	40	52500	Technicians and trades workers	846
Australian Capital Territory	40	65625		139
Australian Capital Territory	40	65625	Clerical and administrative workers	1357
Australian Capital Territory	40	65625	Community and personal service workers	466
Australian Capital Territory	40	65625	Labourers	315
Australian Capital Territory	40	65625	Machinery operators and drivers	207
Australian Capital Territory	40	65625	Managers	601
Australian Capital Territory	40	65625	Professionals	1325
Australian Capital Territory	40	65625	Sales workers	250
Australian Capital Territory	40	65625	Technicians and trades workers	1162
Australian Capital Territory	40	78750		154
Australian Capital Territory	40	78750	Clerical and administrative workers	1591
Australian Capital Territory	40	78750	Community and personal service workers	318
Australian Capital Territory	40	78750	Labourers	161
Australian Capital Territory	40	78750	Machinery operators and drivers	182
Australian Capital Territory	40	78750	Managers	597
Australian Capital Territory	40	78750	Professionals	2141
Australian Capital Territory	40	78750	Sales workers	162
Australian Capital Territory	40	78750	Technicians and trades workers	862
Australian Capital Territory	40	91875		198
Australian Capital Territory	40	91875	Clerical and administrative workers	1480
Australian Capital Territory	40	91875	Community and personal service workers	293
Australian Capital Territory	40	91875	Labourers	78
Australian Capital Territory	40	91875	Machinery operators and drivers	86
Australian Capital Territory	40	91875	Managers	834
Australian Capital Territory	40	91875	Professionals	2714
Australian Capital Territory	40	91875	Sales workers	111
Australian Capital Territory	40	91875	Technicians and trades workers	713
Australian Capital Territory	40	105000		126
Australian Capital Territory	40	105000	Clerical and administrative workers	758
Australian Capital Territory	40	105000	Community and personal service workers	243
Australian Capital Territory	40	105000	Labourers	43
Australian Capital Territory	40	105000	Machinery operators and drivers	25
Australian Capital Territory	40	105000	Managers	959
Australian Capital Territory	40	105000	Professionals	2345
Australian Capital Territory	40	105000	Sales workers	67
Australian Capital Territory	40	105000	Technicians and trades workers	346
Australian Capital Territory	40	157500		298
Australian Capital Territory	40	157500	Clerical and administrative workers	1242
Australian Capital Territory	40	157500	Community and personal service workers	438
Australian Capital Territory	40	157500	Labourers	26
Australian Capital Territory	40	157500	Machinery operators and drivers	23
Australian Capital Territory	40	157500	Managers	3454
Australian Capital Territory	40	157500	Professionals	4717
Australian Capital Territory	40	157500	Sales workers	96
Australian Capital Territory	40	157500	Technicians and trades workers	351
Australian Capital Territory	40	Inf		85
Australian Capital Territory	40	Inf	Clerical and administrative workers	281
Australian Capital Territory	40	Inf	Community and personal service workers	64
Australian Capital Territory	40	Inf	Labourers	7
Australian Capital Territory	40	Inf	Managers	1177
Australian Capital Territory	40	Inf	Professionals	2295
Australian Capital Territory	40	Inf	Sales workers	71
Australian Capital Territory	40	Inf	Technicians and trades workers	88
Australian Capital Territory	41			7
Australian Capital Territory	41		Clerical and administrative workers	28
Australian Capital Territory	41		Community and personal service workers	7
Australian Capital Territory	41		Labourers	6
Australian Capital Territory	41		Machinery operators and drivers	7
Australian Capital Territory	41		Managers	36
Australian Capital Territory	41		Professionals	53
Australian Capital Territory	41		Sales workers	5
Australian Capital Territory	41		Technicians and trades workers	24
Australian Capital Territory	41	0	Community and personal service workers	3
Australian Capital Territory	41	0	Labourers	3
Australian Capital Territory	41	0	Managers	7
Australian Capital Territory	41	0	Professionals	3
Australian Capital Territory	41	0	Sales workers	3
Australian Capital Territory	41	7875	Clerical and administrative workers	4
Australian Capital Territory	41	7875	Managers	11
Australian Capital Territory	41	7875	Professionals	7
Australian Capital Territory	41	7875	Sales workers	3
Australian Capital Territory	41	7875	Technicians and trades workers	3
Australian Capital Territory	41	15750	Clerical and administrative workers	6
Australian Capital Territory	41	15750	Community and personal service workers	3
Australian Capital Territory	41	15750	Labourers	4
Australian Capital Territory	41	15750	Managers	5
Australian Capital Territory	41	15750	Professionals	4
Australian Capital Territory	41	15750	Sales workers	7
Australian Capital Territory	41	15750	Technicians and trades workers	12
