STE_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Western Australia	Inf		1	Local	3
Western Australia	Inf		1	National	14
Western Australia	Inf		1	State territory	32
Western Australia	Inf	Clerical and administrative workers			14
Western Australia	Inf	Clerical and administrative workers	0		3879
Western Australia	Inf	Clerical and administrative workers	1	Local	26
Western Australia	Inf	Clerical and administrative workers	1	National	68
Western Australia	Inf	Clerical and administrative workers	1	State territory	240
Western Australia	Inf	Community and personal service workers			3
Western Australia	Inf	Community and personal service workers	0		575
Western Australia	Inf	Community and personal service workers	1	Local	18
Western Australia	Inf	Community and personal service workers	1	National	36
Western Australia	Inf	Community and personal service workers	1	State territory	193
Western Australia	Inf	Labourers			14
Western Australia	Inf	Labourers	0		2712
Western Australia	Inf	Labourers	1	Local	3
Western Australia	Inf	Labourers	1	National	4
Western Australia	Inf	Labourers	1	State territory	16
Western Australia	Inf	Machinery operators and drivers			6
Western Australia	Inf	Machinery operators and drivers	0		4715
Western Australia	Inf	Machinery operators and drivers	1	Local	5
Western Australia	Inf	Machinery operators and drivers	1	National	3
Western Australia	Inf	Machinery operators and drivers	1	State territory	17
Western Australia	Inf	Managers			27
Western Australia	Inf	Managers	0		21323
Western Australia	Inf	Managers	1	Local	312
Western Australia	Inf	Managers	1	National	454
Western Australia	Inf	Managers	1	State territory	1552
Western Australia	Inf	Professionals			34
Western Australia	Inf	Professionals	0		23922
Western Australia	Inf	Professionals	1	Local	61
Western Australia	Inf	Professionals	1	National	782
Western Australia	Inf	Professionals	1	State territory	2785
Western Australia	Inf	Sales workers			9
Western Australia	Inf	Sales workers	0		1834
Western Australia	Inf	Sales workers	1	Local	3
Western Australia	Inf	Sales workers	1	National	3
Western Australia	Inf	Sales workers	1	State territory	9
Western Australia	Inf	Technicians and trades workers			24
Western Australia	Inf	Technicians and trades workers	0		14134
Western Australia	Inf	Technicians and trades workers	1	Local	16
Western Australia	Inf	Technicians and trades workers	1	National	36
Western Australia	Inf	Technicians and trades workers	1	State territory	209
Tasmania					287
Tasmania			0		110
Tasmania			1	Local	5
Tasmania			1	National	5
Tasmania			1	State territory	7
Tasmania		Clerical and administrative workers			16
Tasmania		Clerical and administrative workers	0		199
Tasmania		Clerical and administrative workers	1	Local	7
Tasmania		Clerical and administrative workers	1	National	25
Tasmania		Clerical and administrative workers	1	State territory	17
Tasmania		Community and personal service workers			19
Tasmania		Community and personal service workers	0		237
Tasmania		Community and personal service workers	1	National	3
Tasmania		Community and personal service workers	1	State territory	44
Tasmania		Labourers			29
Tasmania		Labourers	0		377
Tasmania		Labourers	1	Local	5
Tasmania		Labourers	1	State territory	20
Tasmania		Machinery operators and drivers			10
Tasmania		Machinery operators and drivers	0		186
Tasmania		Machinery operators and drivers	1	State territory	4
Tasmania		Managers			12
Tasmania		Managers	0		317
Tasmania		Managers	1	National	5
Tasmania		Managers	1	State territory	19
Tasmania		Professionals			9
Tasmania		Professionals	0		228
Tasmania		Professionals	1	National	16
Tasmania		Professionals	1	State territory	75
Tasmania		Sales workers			11
Tasmania		Sales workers	0		291
Tasmania		Technicians and trades workers			25
Tasmania		Technicians and trades workers	0		364
Tasmania		Technicians and trades workers	1	National	3
Tasmania		Technicians and trades workers	1	State territory	8
Tasmania	0				52
Tasmania	0		0		36
Tasmania	0	Clerical and administrative workers			3
Tasmania	0	Clerical and administrative workers	0		130
Tasmania	0	Clerical and administrative workers	1	Local	3
Tasmania	0	Clerical and administrative workers	1	National	13
Tasmania	0	Clerical and administrative workers	1	State territory	3
Tasmania	0	Community and personal service workers			6
Tasmania	0	Community and personal service workers	0		105
Tasmania	0	Community and personal service workers	1	State territory	7
Tasmania	0	Labourers			6
Tasmania	0	Labourers	0		181
Tasmania	0	Labourers	1	State territory	3
Tasmania	0	Machinery operators and drivers	0		59
Tasmania	0	Managers			10
Tasmania	0	Managers	0		423
Tasmania	0	Professionals	0		95
Tasmania	0	Professionals	1	State territory	15
Tasmania	0	Sales workers			3
Tasmania	0	Sales workers	0		180
Tasmania	0	Technicians and trades workers	0		148
Tasmania	7875				65
Tasmania	7875		0		52
Tasmania	7875		1	National	3
Tasmania	7875	Clerical and administrative workers	0		345
Tasmania	7875	Clerical and administrative workers	1	National	39
Tasmania	7875	Clerical and administrative workers	1	State territory	29
Tasmania	7875	Community and personal service workers			5
Tasmania	7875	Community and personal service workers	0		1356
Tasmania	7875	Community and personal service workers	1	Local	12
Tasmania	7875	Community and personal service workers	1	National	3
Tasmania	7875	Community and personal service workers	1	State territory	47
Tasmania	7875	Labourers			13
Tasmania	7875	Labourers	0		1818
Tasmania	7875	Labourers	1	Local	3
Tasmania	7875	Labourers	1	National	3
Tasmania	7875	Labourers	1	State territory	17
Tasmania	7875	Machinery operators and drivers	0		151
Tasmania	7875	Managers			4
Tasmania	7875	Managers	0		300
Tasmania	7875	Managers	1	National	3
Tasmania	7875	Professionals	0		295
Tasmania	7875	Professionals	1	National	7
Tasmania	7875	Professionals	1	State territory	74
Tasmania	7875	Sales workers			17
Tasmania	7875	Sales workers	0		2905
Tasmania	7875	Sales workers	1	National	3
Tasmania	7875	Technicians and trades workers			4
Tasmania	7875	Technicians and trades workers	0		330
Tasmania	7875	Technicians and trades workers	1	Local	3
Tasmania	7875	Technicians and trades workers	1	State territory	8
Tasmania	15750				90
Tasmania	15750		0		82
Tasmania	15750		1	National	3
Tasmania	15750		1	State territory	10
Tasmania	15750	Clerical and administrative workers			9
Tasmania	15750	Clerical and administrative workers	0		687
Tasmania	15750	Clerical and administrative workers	1	Local	3
Tasmania	15750	Clerical and administrative workers	1	National	82
Tasmania	15750	Clerical and administrative workers	1	State territory	54
Tasmania	15750	Community and personal service workers			10
Tasmania	15750	Community and personal service workers	0		1646
Tasmania	15750	Community and personal service workers	1	Local	21
Tasmania	15750	Community and personal service workers	1	National	16
Tasmania	15750	Community and personal service workers	1	State territory	134
Tasmania	15750	Labourers			19
Tasmania	15750	Labourers	0		2101
Tasmania	15750	Labourers	1	Local	17
Tasmania	15750	Labourers	1	National	4
Tasmania	15750	Labourers	1	State territory	45
Tasmania	15750	Machinery operators and drivers			8
Tasmania	15750	Machinery operators and drivers	0		323
Tasmania	15750	Managers			15
Tasmania	15750	Managers	0		614
Tasmania	15750	Managers	1	National	4
Tasmania	15750	Managers	1	State territory	12
Tasmania	15750	Professionals			8
Tasmania	15750	Professionals	0		525
Tasmania	15750	Professionals	1	Local	6
Tasmania	15750	Professionals	1	National	21
Tasmania	15750	Professionals	1	State territory	126
Tasmania	15750	Sales workers			12
Tasmania	15750	Sales workers	0		2213
Tasmania	15750	Sales workers	1	National	3
Tasmania	15750	Technicians and trades workers			13
Tasmania	15750	Technicians and trades workers	0		782
Tasmania	15750	Technicians and trades workers	1	National	3
Tasmania	15750	Technicians and trades workers	1	State territory	17
Tasmania	21000				96
Tasmania	21000		0		111
Tasmania	21000		1	National	3
Tasmania	21000	Clerical and administrative workers			5
Tasmania	21000	Clerical and administrative workers	0		980
Tasmania	21000	Clerical and administrative workers	1	Local	24
