SA3_NAME16	IndustryOfEmployment	workers_born_overseas
Huon - Bruny Island	Wholesale trade	10
South East Coast		3
South East Coast	Accommodation and food services	64
South East Coast	Administrative and support services	13
South East Coast	Agriculture forestry and fishing	27
South East Coast	Arts and recreation services	27
South East Coast	Construction	12
South East Coast	Education and training	3
South East Coast	Financial and insurance services	3
South East Coast	Health care and social assistance	18
South East Coast	Manufacturing	14
South East Coast	Other services	7
South East Coast	Professional scientific and technical services	9
South East Coast	Rental hiring and real estate services	8
South East Coast	Retail trade	21
South East Coast	Transport postal and warehousing	8
South East Coast	Wholesale trade	7
Burnie - Ulverstone		57
Burnie - Ulverstone	Accommodation and food services	102
Burnie - Ulverstone	Administrative and support services	52
Burnie - Ulverstone	Agriculture forestry and fishing	81
Burnie - Ulverstone	Arts and recreation services	8
Burnie - Ulverstone	Construction	57
Burnie - Ulverstone	Education and training	134
Burnie - Ulverstone	Financial and insurance services	14
Burnie - Ulverstone	Health care and social assistance	435
Burnie - Ulverstone	Information media and telecommunications	12
Burnie - Ulverstone	Manufacturing	124
Burnie - Ulverstone	Mining	19
Burnie - Ulverstone	Other services	52
Burnie - Ulverstone	Professional scientific and technical services	60
Burnie - Ulverstone	Public administration and safety	108
Burnie - Ulverstone	Rental hiring and real estate services	14
Burnie - Ulverstone	Retail trade	121
Burnie - Ulverstone	Transport postal and warehousing	47
Burnie - Ulverstone	Wholesale trade	23
Devonport		56
Devonport	Accommodation and food services	126
Devonport	Administrative and support services	48
Devonport	Agriculture forestry and fishing	154
Devonport	Arts and recreation services	13
Devonport	Construction	49
Devonport	Education and training	119
Devonport	Electricity gas water and waste services	29
Devonport	Financial and insurance services	15
Devonport	Health care and social assistance	292
Devonport	Information media and telecommunications	11
Devonport	Manufacturing	115
Devonport	Mining	5
Devonport	Other services	44
Devonport	Professional scientific and technical services	68
Devonport	Public administration and safety	66
Devonport	Rental hiring and real estate services	8
Devonport	Retail trade	110
Devonport	Transport postal and warehousing	78
Devonport	Wholesale trade	28
West Coast		21
West Coast	Accommodation and food services	50
West Coast	Administrative and support services	8
West Coast	Agriculture forestry and fishing	219
West Coast	Arts and recreation services	4
West Coast	Construction	17
West Coast	Education and training	34
West Coast	Electricity gas water and waste services	4
West Coast	Financial and insurance services	6
West Coast	Health care and social assistance	48
West Coast	Manufacturing	93
West Coast	Mining	82
West Coast	Other services	16
West Coast	Professional scientific and technical services	23
West Coast	Public administration and safety	17
West Coast	Rental hiring and real estate services	8
West Coast	Retail trade	40
West Coast	Transport postal and warehousing	22
West Coast	Wholesale trade	3
Migratory - Offshore - Shipping (Tas.)	Transport postal and warehousing	3
No usual address (Tas.)		33
No usual address (Tas.)	Accommodation and food services	22
No usual address (Tas.)	Administrative and support services	120
No usual address (Tas.)	Agriculture forestry and fishing	36
No usual address (Tas.)	Arts and recreation services	16
No usual address (Tas.)	Construction	217
No usual address (Tas.)	Education and training	39
No usual address (Tas.)	Electricity gas water and waste services	4
No usual address (Tas.)	Financial and insurance services	3
No usual address (Tas.)	Health care and social assistance	132
No usual address (Tas.)	Information media and telecommunications	17
No usual address (Tas.)	Manufacturing	25
No usual address (Tas.)	Mining	8
No usual address (Tas.)	Other services	27
No usual address (Tas.)	Professional scientific and technical services	50
No usual address (Tas.)	Public administration and safety	28
No usual address (Tas.)	Rental hiring and real estate services	5
No usual address (Tas.)	Retail trade	21
No usual address (Tas.)	Transport postal and warehousing	78
No usual address (Tas.)	Wholesale trade	19
Darwin City		397
Darwin City	Accommodation and food services	1627
Darwin City	Administrative and support services	428
Darwin City	Agriculture forestry and fishing	47
Darwin City	Arts and recreation services	415
Darwin City	Construction	661
Darwin City	Education and training	289
Darwin City	Electricity gas water and waste services	222
Darwin City	Financial and insurance services	142
Darwin City	Health care and social assistance	555
Darwin City	Information media and telecommunications	133
Darwin City	Manufacturing	315
Darwin City	Mining	86
Darwin City	Other services	347
Darwin City	Professional scientific and technical services	677
Darwin City	Public administration and safety	1343
Darwin City	Rental hiring and real estate services	206
Darwin City	Retail trade	546
Darwin City	Transport postal and warehousing	387
Darwin City	Wholesale trade	221
Darwin Suburbs		324
Darwin Suburbs	Accommodation and food services	683
Darwin Suburbs	Administrative and support services	256
Darwin Suburbs	Agriculture forestry and fishing	24
Darwin Suburbs	Arts and recreation services	62
Darwin Suburbs	Construction	532
Darwin Suburbs	Education and training	1019
Darwin Suburbs	Electricity gas water and waste services	58
Darwin Suburbs	Financial and insurance services	51
Darwin Suburbs	Health care and social assistance	2088
Darwin Suburbs	Information media and telecommunications	34
Darwin Suburbs	Manufacturing	173
Darwin Suburbs	Mining	29
Darwin Suburbs	Other services	235
Darwin Suburbs	Professional scientific and technical services	291
Darwin Suburbs	Public administration and safety	697
Darwin Suburbs	Rental hiring and real estate services	83
Darwin Suburbs	Retail trade	866
Darwin Suburbs	Transport postal and warehousing	397
Darwin Suburbs	Wholesale trade	145
Litchfield		275
Litchfield	Accommodation and food services	168
Litchfield	Administrative and support services	85
Litchfield	Agriculture forestry and fishing	199
Litchfield	Arts and recreation services	14
Litchfield	Construction	1263
Litchfield	Education and training	108
Litchfield	Electricity gas water and waste services	75
Litchfield	Financial and insurance services	20
Litchfield	Health care and social assistance	86
Litchfield	Information media and telecommunications	11
Litchfield	Manufacturing	98
Litchfield	Mining	241
Litchfield	Other services	33
Litchfield	Professional scientific and technical services	597
Litchfield	Public administration and safety	470
Litchfield	Rental hiring and real estate services	18
Litchfield	Retail trade	84
Litchfield	Transport postal and warehousing	111
Litchfield	Wholesale trade	36
Palmerston		115
Palmerston	Accommodation and food services	250
Palmerston	Administrative and support services	76
Palmerston	Arts and recreation services	23
Palmerston	Construction	224
Palmerston	Education and training	210
Palmerston	Electricity gas water and waste services	19
Palmerston	Financial and insurance services	13
Palmerston	Health care and social assistance	289
Palmerston	Information media and telecommunications	19
Palmerston	Manufacturing	84
Palmerston	Mining	6
Palmerston	Other services	85
Palmerston	Professional scientific and technical services	69
Palmerston	Public administration and safety	187
Palmerston	Rental hiring and real estate services	28
Palmerston	Retail trade	274
Palmerston	Transport postal and warehousing	50
Palmerston	Wholesale trade	21
Alice Springs		160
Alice Springs	Accommodation and food services	642
Alice Springs	Administrative and support services	174
Alice Springs	Agriculture forestry and fishing	35
Alice Springs	Arts and recreation services	85
Alice Springs	Construction	167
Alice Springs	Education and training	383
Alice Springs	Electricity gas water and waste services	46
Alice Springs	Financial and insurance services	23
Alice Springs	Health care and social assistance	1050
Alice Springs	Information media and telecommunications	45
Alice Springs	Manufacturing	71
Alice Springs	Mining	125
Alice Springs	Other services	159
Alice Springs	Professional scientific and technical services	229
Alice Springs	Public administration and safety	799
Alice Springs	Rental hiring and real estate services	62
Alice Springs	Retail trade	351
Alice Springs	Transport postal and warehousing	184
Alice Springs	Wholesale trade	44
Barkly		34
Barkly	Accommodation and food services	43
Barkly	Administrative and support services	14
Barkly	Agriculture forestry and fishing	26
Barkly	Arts and recreation services	3
Barkly	Construction	30
Barkly	Education and training	34
Barkly	Financial and insurance services	3
Barkly	Health care and social assistance	108
Barkly	Mining	5
Barkly	Other services	8
Barkly	Professional scientific and technical services	3
Barkly	Public administration and safety	53
Barkly	Rental hiring and real estate services	4
Barkly	Retail trade	50
Barkly	Transport postal and warehousing	3
Barkly	Wholesale trade	3
Daly - Tiwi - West Arnhem		31
Daly - Tiwi - West Arnhem	Accommodation and food services	119
Daly - Tiwi - West Arnhem	Administrative and support services	20
Daly - Tiwi - West Arnhem	Agriculture forestry and fishing	70
Daly - Tiwi - West Arnhem	Arts and recreation services	11
Daly - Tiwi - West Arnhem	Construction	33
Daly - Tiwi - West Arnhem	Education and training	103
Daly - Tiwi - West Arnhem	Electricity gas water and waste services	4
Daly - Tiwi - West Arnhem	Financial and insurance services	3
