SA4_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Northern Territory - Outback	52500	Technicians and trades workers	1	Local	5
Northern Territory - Outback	52500	Technicians and trades workers	1	National	14
Northern Territory - Outback	52500	Technicians and trades workers	1	State territory	27
Northern Territory - Outback	65625				11
Northern Territory - Outback	65625		0		54
Northern Territory - Outback	65625		1	Local	5
Northern Territory - Outback	65625		1	National	4
Northern Territory - Outback	65625		1	State territory	11
Northern Territory - Outback	65625	Clerical and administrative workers			3
Northern Territory - Outback	65625	Clerical and administrative workers	0		488
Northern Territory - Outback	65625	Clerical and administrative workers	1	Local	69
Northern Territory - Outback	65625	Clerical and administrative workers	1	National	94
Northern Territory - Outback	65625	Clerical and administrative workers	1	State territory	215
Northern Territory - Outback	65625	Community and personal service workers			5
Northern Territory - Outback	65625	Community and personal service workers	0		454
Northern Territory - Outback	65625	Community and personal service workers	1	Local	20
Northern Territory - Outback	65625	Community and personal service workers	1	National	43
Northern Territory - Outback	65625	Community and personal service workers	1	State territory	163
Northern Territory - Outback	65625	Labourers			3
Northern Territory - Outback	65625	Labourers	0		313
Northern Territory - Outback	65625	Labourers	1	Local	27
Northern Territory - Outback	65625	Labourers	1	National	8
Northern Territory - Outback	65625	Labourers	1	State territory	26
Northern Territory - Outback	65625	Machinery operators and drivers	0		186
Northern Territory - Outback	65625	Machinery operators and drivers	1	Local	12
Northern Territory - Outback	65625	Machinery operators and drivers	1	National	11
Northern Territory - Outback	65625	Machinery operators and drivers	1	State territory	11
Northern Territory - Outback	65625	Managers			3
Northern Territory - Outback	65625	Managers	0		478
Northern Territory - Outback	65625	Managers	1	Local	25
Northern Territory - Outback	65625	Managers	1	National	32
Northern Territory - Outback	65625	Managers	1	State territory	21
Northern Territory - Outback	65625	Professionals			3
Northern Territory - Outback	65625	Professionals	0		486
Northern Territory - Outback	65625	Professionals	1	Local	20
Northern Territory - Outback	65625	Professionals	1	National	45
Northern Territory - Outback	65625	Professionals	1	State territory	247
Northern Territory - Outback	65625	Sales workers	0		158
Northern Territory - Outback	65625	Sales workers	1	National	4
Northern Territory - Outback	65625	Sales workers	1	State territory	3
Northern Territory - Outback	65625	Technicians and trades workers	0		561
Northern Territory - Outback	65625	Technicians and trades workers	1	Local	25
Northern Territory - Outback	65625	Technicians and trades workers	1	National	36
Northern Territory - Outback	65625	Technicians and trades workers	1	State territory	37
Northern Territory - Outback	78750				5
Northern Territory - Outback	78750		0		39
Northern Territory - Outback	78750		1	Local	7
Northern Territory - Outback	78750		1	National	5
Northern Territory - Outback	78750		1	State territory	6
Northern Territory - Outback	78750	Clerical and administrative workers	0		276
Northern Territory - Outback	78750	Clerical and administrative workers	1	Local	44
Northern Territory - Outback	78750	Clerical and administrative workers	1	National	74
Northern Territory - Outback	78750	Clerical and administrative workers	1	State territory	129
Northern Territory - Outback	78750	Community and personal service workers	0		321
Northern Territory - Outback	78750	Community and personal service workers	1	Local	25
Northern Territory - Outback	78750	Community and personal service workers	1	National	44
Northern Territory - Outback	78750	Community and personal service workers	1	State territory	138
Northern Territory - Outback	78750	Labourers			4
Northern Territory - Outback	78750	Labourers	0		180
Northern Territory - Outback	78750	Labourers	1	Local	11
Northern Territory - Outback	78750	Labourers	1	National	7
Northern Territory - Outback	78750	Labourers	1	State territory	20
Northern Territory - Outback	78750	Machinery operators and drivers			3
Northern Territory - Outback	78750	Machinery operators and drivers	0		189
Northern Territory - Outback	78750	Machinery operators and drivers	1	Local	4
Northern Territory - Outback	78750	Machinery operators and drivers	1	National	12
Northern Territory - Outback	78750	Machinery operators and drivers	1	State territory	3
Northern Territory - Outback	78750	Managers	0		422
Northern Territory - Outback	78750	Managers	1	Local	20
Northern Territory - Outback	78750	Managers	1	National	35
Northern Territory - Outback	78750	Managers	1	State territory	42
Northern Territory - Outback	78750	Professionals			3
Northern Territory - Outback	78750	Professionals	0		528
Northern Territory - Outback	78750	Professionals	1	Local	35
Northern Territory - Outback	78750	Professionals	1	National	65
Northern Territory - Outback	78750	Professionals	1	State territory	329
Northern Territory - Outback	78750	Sales workers	0		83
Northern Territory - Outback	78750	Sales workers	1	Local	3
Northern Territory - Outback	78750	Sales workers	1	National	4
Northern Territory - Outback	78750	Sales workers	1	State territory	4
Northern Territory - Outback	78750	Technicians and trades workers	0		402
Northern Territory - Outback	78750	Technicians and trades workers	1	Local	18
Northern Territory - Outback	78750	Technicians and trades workers	1	National	79
Northern Territory - Outback	78750	Technicians and trades workers	1	State territory	25
Northern Territory - Outback	91875				11
Northern Territory - Outback	91875		0		28
Northern Territory - Outback	91875		1	National	9
Northern Territory - Outback	91875	Clerical and administrative workers	0		174
Northern Territory - Outback	91875	Clerical and administrative workers	1	Local	17
Northern Territory - Outback	91875	Clerical and administrative workers	1	National	58
Northern Territory - Outback	91875	Clerical and administrative workers	1	State territory	97
Northern Territory - Outback	91875	Community and personal service workers	0		134
Northern Territory - Outback	91875	Community and personal service workers	1	Local	11
Northern Territory - Outback	91875	Community and personal service workers	1	National	45
Northern Territory - Outback	91875	Community and personal service workers	1	State territory	154
Northern Territory - Outback	91875	Labourers			3
Northern Territory - Outback	91875	Labourers	0		115
Northern Territory - Outback	91875	Labourers	1	Local	3
Northern Territory - Outback	91875	Labourers	1	State territory	7
Northern Territory - Outback	91875	Machinery operators and drivers	0		222
Northern Territory - Outback	91875	Machinery operators and drivers	1	National	15
Northern Territory - Outback	91875	Managers	0		331
Northern Territory - Outback	91875	Managers	1	Local	32
Northern Territory - Outback	91875	Managers	1	National	33
Northern Territory - Outback	91875	Managers	1	State territory	62
Northern Territory - Outback	91875	Professionals			4
Northern Territory - Outback	91875	Professionals	0		482
Northern Territory - Outback	91875	Professionals	1	Local	20
Northern Territory - Outback	91875	Professionals	1	National	104
Northern Territory - Outback	91875	Professionals	1	State territory	501
Northern Territory - Outback	91875	Sales workers	0		50
Northern Territory - Outback	91875	Sales workers	1	State territory	4
Northern Territory - Outback	91875	Technicians and trades workers			3
Northern Territory - Outback	91875	Technicians and trades workers	0		379
Northern Territory - Outback	91875	Technicians and trades workers	1	Local	10
Northern Territory - Outback	91875	Technicians and trades workers	1	National	73
Northern Territory - Outback	91875	Technicians and trades workers	1	State territory	23
Northern Territory - Outback	105000				5
Northern Territory - Outback	105000		0		28
Northern Territory - Outback	105000		1	National	3
Northern Territory - Outback	105000		1	State territory	4
Northern Territory - Outback	105000	Clerical and administrative workers	0		91
Northern Territory - Outback	105000	Clerical and administrative workers	1	Local	6
Northern Territory - Outback	105000	Clerical and administrative workers	1	National	31
Northern Territory - Outback	105000	Clerical and administrative workers	1	State territory	41
Northern Territory - Outback	105000	Community and personal service workers	0		77
Northern Territory - Outback	105000	Community and personal service workers	1	Local	6
Northern Territory - Outback	105000	Community and personal service workers	1	National	22
Northern Territory - Outback	105000	Community and personal service workers	1	State territory	136
Northern Territory - Outback	105000	Labourers	0		57
Northern Territory - Outback	105000	Labourers	1	Local	3
Northern Territory - Outback	105000	Labourers	1	State territory	3
Northern Territory - Outback	105000	Machinery operators and drivers	0		214
Northern Territory - Outback	105000	Managers			3
Northern Territory - Outback	105000	Managers	0		231
Northern Territory - Outback	105000	Managers	1	Local	35
Northern Territory - Outback	105000	Managers	1	National	23
Northern Territory - Outback	105000	Managers	1	State territory	63
Northern Territory - Outback	105000	Professionals			3
Northern Territory - Outback	105000	Professionals	0		496
Northern Territory - Outback	105000	Professionals	1	Local	5
Northern Territory - Outback	105000	Professionals	1	National	97
Northern Territory - Outback	105000	Professionals	1	State territory	474
Northern Territory - Outback	105000	Sales workers	0		14
Northern Territory - Outback	105000	Sales workers	1	State territory	3
Northern Territory - Outback	105000	Technicians and trades workers	0		275
Northern Territory - Outback	105000	Technicians and trades workers	1	Local	3
Northern Territory - Outback	105000	Technicians and trades workers	1	National	64
Northern Territory - Outback	105000	Technicians and trades workers	1	State territory	8
Northern Territory - Outback	157500				3
Northern Territory - Outback	157500		0		35
Northern Territory - Outback	157500		1	National	8
Northern Territory - Outback	157500		1	State territory	3
Northern Territory - Outback	157500	Clerical and administrative workers	0		105
Northern Territory - Outback	157500	Clerical and administrative workers	1	Local	5
Northern Territory - Outback	157500	Clerical and administrative workers	1	National	26
Northern Territory - Outback	157500	Clerical and administrative workers	1	State territory	36
Northern Territory - Outback	157500	Community and personal service workers	0		99
Northern Territory - Outback	157500	Community and personal service workers	1	National	43
Northern Territory - Outback	157500	Community and personal service workers	1	State territory	257
Northern Territory - Outback	157500	Labourers	0		79
Northern Territory - Outback	157500	Labourers	1	Local	3
Northern Territory - Outback	157500	Machinery operators and drivers	0		494
Northern Territory - Outback	157500	Machinery operators and drivers	1	National	4
Northern Territory - Outback	157500	Machinery operators and drivers	1	State territory	10
Northern Territory - Outback	157500	Managers	0		436
Northern Territory - Outback	157500	Managers	1	Local	47
